what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"pt_BR",1604619811979
processors,sysinfo,,,"8",1604619811979
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1604619811979
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1604619811979
java.specification.name,sysinfo,,,"Java Platform API Specification",1604619811979
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1604619811979
java.specification.version,sysinfo,,,"1.6",1604619811979
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1604619811979
java.version,sysinfo,,,"1.6.0_23",1604619811979
java.vm.info,sysinfo,,,"mixed mode",1604619811979
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1604619811979
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1604619811979
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1604619811979
java.vm.specification.version,sysinfo,,,"1.0",1604619811979
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1604619811979
java.vm.version,sysinfo,,,"19.0-b09",1604619811979
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1604619812648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619816004
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604619816153
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604619822587
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1604619829467
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604619829592
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1604619861363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619888014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619917926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604619921810
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604619923215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619927783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619934503
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604620130080
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604620130095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604620137463
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604620172287
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604620257973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604620262436
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604620265053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604620269010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604620270868
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604620273008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604620276991
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604620278963
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604620285798
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604620299259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620368094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620415025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604620429825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620493938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620625240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620645512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620660147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620664097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620681752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620695608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620707784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620710059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620766135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620773836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620799384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620818215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620820505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604620826785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604620831636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604620832475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620854843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620911908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620922589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621071260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621081156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621111198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621141247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621272931
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604621285822
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1604621286523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621289220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621296389
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1604621306628
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604621309264
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1604621318677
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1604621318694
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604621319873
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621322348
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621507265
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621517135
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621527801
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621527819
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621539794
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621628490
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621687215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1604621887838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1604621888355
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621893838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621917245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1604621917266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621927517
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621931543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621970946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621979043
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1604622007680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604622048085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604622088108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604622096979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604622119330
